entity_isin,assets_count,priority_assets_count,sensitive_locations,biodiversity_importance,high_ecosystem_integrity,decline_in_ecosystem_integrity,physical_water_risk,ecosystem_services_provision_importance,proximity_to_protected_areas,proximity_to_kbas,species_rarity_weighted_richness,species_threat_abatement,species_threat_abatement_marine,proximity_to_mangroves,ecosystem_integrity_index,biodiversity_intactness_index,ocean_health_index,trend_in_ecosystem_integrity_index,deforestation_hotspots,water_availability,water_pollution,drought,riverine_flood,coastal_flood,cumulative_impact_on_oceans,critical_areas_for_biodiversity_and_ncp,areas_of_importance_for_biodiversity_and_climate
SE0014960373,1,0,0.443,0.0209,0.3236,0.0519,0.4637,0.443,0.6907,0.0,0.023,0.0082,0.0147,0.0,0.0,0.3236,,0.0519,0.0,0.0,0.25,0.4223,0.6127,0.0,0.4775,0.27,0.6161
SE0015192067,1,0,0.458,0.0209,0.3224,0.0447,0.4637,0.458,0.6182,0.0,0.023,0.0082,0.0147,0.0,0.0,0.3224,,0.0447,0.0,0.0,0.25,0.4223,0.6127,0.0,0.4775,0.3,0.6161
SE0015346135,1,0,0.4667,0.0209,0.3257,0.0436,0.5005,0.4667,0.7533,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3257,,0.0436,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5266,0.3173,0.6161
SE0015483276,4,3,0.7533,0.0058,0.7181,0.4307,0.7886,0.1919,0.1967,0.0,0.0236,0.0028,0.0037,0.0,0.4878,0.7181,,0.4307,0.0,0.75,0.4375,0.4223,0.7878,0.0,0.5266,0.1539,0.2299
SE0015657788,1,0,0.4539,0.0209,0.3246,0.0433,0.5007,0.4539,0.738,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3246,,0.0433,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5268,0.2917,0.6161
SE0015658109,140,35,0.5309,0.158,0.4814,0.1565,0.6099,0.4548,0.2665,0.1669,0.1934,0.0932,0.0372,0.0,0.0064,0.4761,0.6888,0.1578,0.0,0.572,0.582,0.4811,0.3679,0.0773,0.5378,0.4105,0.5168
SE0015658117,140,35,0.5309,0.158,0.4814,0.1565,0.6099,0.4548,0.2665,0.1669,0.1934,0.0932,0.0372,0.0,0.0064,0.4761,0.6888,0.1578,0.0,0.572,0.582,0.4811,0.3679,0.0773,0.5378,0.4105,0.5168
SE0015661236,1,0,0.4934,0.0209,0.3311,0.049,0.5062,0.4934,0.7347,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3311,,0.049,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5341,0.3707,0.6161
SE0015671995,1,0,0.453,0.0209,0.325,0.0437,0.4985,0.453,0.7158,0.0,0.023,0.0083,0.0147,0.0,0.0,0.325,,0.0437,0.0,0.0,0.25,0.4223,0.6127,0.0,0.524,0.29,0.6161
SE0015811955,5,3,0.6912,0.5546,0.4454,0.3087,0.7007,0.419,0.8427,0.4838,0.0277,0.6033,0.0059,0.0,0.003,0.4454,,0.3087,0.0,0.15,0.7,0.6685,0.5849,0.0,0.5296,0.248,0.59
SE0015811963,5,3,0.6912,0.5546,0.4454,0.3087,0.7007,0.419,0.8427,0.4838,0.0277,0.6033,0.0059,0.0,0.003,0.4454,,0.3087,0.0,0.15,0.7,0.6685,0.5849,0.0,0.5296,0.248,0.59
SE0015812219,33,1,0.4436,0.1471,0.4058,0.146,0.4816,0.4591,0.4904,0.0416,0.2339,0.0817,0.0642,0.0,0.0022,0.4058,,0.1381,0.0083,0.2333,0.4333,0.4713,0.3626,0.0573,0.4869,0.3101,0.591
SE0015812417,1,0,0.5412,0.0128,0.6897,0.3767,0.4856,0.5412,0.6061,0.0,0.0157,0.004,0.0,0.0,0.038,0.6897,,0.3767,0.0,0.0,0.25,0.4856,0.6359,0.0136,,0.2188,0.8636
SE0015949201,2,0,0.4223,0.0118,0.5243,0.1724,0.4223,0.3688,0.6319,0.0,0.0156,0.0006,0.0,0.0,0.0059,0.5243,,0.1724,0.0,0.0,0.25,0.4223,0.6127,0.0,,0.081,0.6565
SE0015949748,1,0,0.3838,0.0962,0.323,0.1089,0.5024,0.3838,0.0963,0.4534,0.0202,0.0008,0.0958,0.0,0.0,0.323,,0.1089,0.0,0.0,0.75,0.5432,0.2638,0.2264,0.38,0.0,0.7676
SE0015961909,165,25,0.4797,0.2158,0.379,0.1826,0.6184,0.4286,0.4683,0.1984,0.1855,0.0705,0.1014,0.0,0.0003,0.3697,0.6989,0.1826,0.0,0.5402,0.7115,0.505,0.2875,0.0917,0.5185,0.3806,0.5214
SE0015961982,1,0,0.5016,0.0209,0.3348,0.0526,0.5016,0.506,0.7569,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3348,,0.0526,0.0,0.0,0.25,0.4223,0.6127,0.0,0.528,0.3958,0.6161
SE0015962477,1,0,0.5053,0.1164,0.5053,0.3753,0.5083,0.1666,0.7903,0.0,0.0207,0.0003,0.1483,0.0,0.0008,0.5053,,0.3753,0.0,0.0,0.75,0.5432,0.2638,0.2264,0.4034,0.0,0.3333
SE0015962485,2,0,0.5618,0.0139,0.5618,0.0617,0.4856,0.714,0.5977,0.0,0.0179,0.0018,0.0,0.0,0.0008,0.5618,,0.0617,0.0,0.0,0.25,0.4856,0.6359,0.0136,,0.5292,0.8989
SE0015988019,15,1,0.4829,0.0343,0.5283,0.1646,0.5673,0.4103,0.4655,0.0809,0.024,0.0025,0.0139,0.0,0.0613,0.5283,,0.1646,0.0,0.3182,0.7727,0.556,0.2354,0.071,0.4215,0.2233,0.6261
SE0015988167,1,0,0.3838,0.0769,0.3105,0.1221,0.5066,0.3838,0.2276,0.0,0.0202,0.0001,0.0958,0.0,0.0,0.3105,,0.1221,0.0,0.0,0.75,0.5432,0.2638,0.2264,0.3967,0.0,0.7676
SE0016075337,9,1,0.5238,0.132,0.591,0.4352,0.4732,0.4846,0.8575,0.1593,0.0183,0.0039,0.0087,0.0,0.0651,0.591,,0.4352,0.0,0.1667,0.3611,0.4727,0.477,0.092,0.4144,0.1873,0.7818
SE0016101679,1,0,0.5687,0.0453,0.5687,0.1929,0.25,0.7339,0.5178,0.0,,0.0038,0.0453,0.0,0.0081,0.5687,,0.1929,0.0,0.0,0.25,0.4817,0.2427,0.0,,0.675,0.7929
SE0016101844,50,10,0.5216,0.2768,0.3818,0.2093,0.6258,0.4509,0.4256,0.1584,0.318,0.1715,0.0679,0.0,0.0,0.348,0.6454,0.2246,0.0,0.4318,0.733,0.5825,0.3302,0.1732,0.3853,0.4179,0.4924
SE0016589188,184,37,0.4796,0.1641,0.3902,0.1689,0.629,0.4091,0.382,0.1213,0.2345,0.0806,0.0348,0.0,0.0037,0.3778,0.6782,0.1685,0.003,0.488,0.6792,0.5413,0.3556,0.1313,0.5119,0.3332,0.5254
SE0016787071,1,0,0.4539,0.0209,0.3241,0.0432,0.4932,0.4539,0.6798,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3241,,0.0432,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5168,0.2917,0.6161
SE0016797732,1,0,0.4822,0.0209,0.3295,0.0501,0.5062,0.4822,0.7057,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3295,,0.0501,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5341,0.3482,0.6161
SE0016828511,2,0,0.4641,0.013,0.6065,0.0396,0.25,0.4641,0.8333,0.0,0.0161,0.0038,0.0,0.0,0.0008,0.6065,,0.0396,0.0,0.0,0.25,0.1509,0.7294,0.0,,0.1707,0.7575
SE0016829709,1,0,0.4752,0.0209,0.3219,0.0425,0.4752,0.5041,0.6294,0.0,0.023,0.0082,0.0147,0.0,0.0,0.3219,,0.0425,0.0,0.0,0.25,0.4223,0.6127,0.0,0.4928,0.3214,0.6868
SE0017134125,2,0,0.4762,0.0209,0.3271,0.0468,0.5051,0.4762,0.7771,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3271,,0.0468,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5327,0.3362,0.6161
SE0017160773,1,0,0.3551,0.02,0.3388,0.0808,0.4223,0.3551,0.8232,0.0,0.0217,0.0073,0.0147,0.0,0.0,0.3388,,0.0808,0.0,0.0,0.25,0.4223,0.6127,0.0,,0.1648,0.5454
SE0017161243,1,0,0.4562,0.0123,0.5985,0.0913,0.417,0.4562,0.8691,0.0,0.0152,0.0035,0.0,0.0,0.0031,0.5985,,0.0913,0.0,0.25,0.25,0.417,0.6288,0.1962,,0.1146,0.7979
SE0017483506,1,0,0.4811,0.0209,0.3262,0.0429,0.5007,0.4811,0.7853,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3262,,0.0429,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5268,0.3462,0.6161
SE0017486889,401,72,0.4863,0.1545,0.3977,0.1579,0.6256,0.4367,0.3623,0.1292,0.2271,0.0957,0.081,0.0,0.0013,0.392,0.6206,0.159,0.0015,0.5468,0.6725,0.5188,0.3558,0.1324,0.5315,0.3751,0.5219
SE0017486897,401,72,0.4863,0.1545,0.3977,0.1579,0.6256,0.4367,0.3623,0.1292,0.2271,0.0957,0.081,0.0,0.0013,0.392,0.6206,0.159,0.0015,0.5468,0.6725,0.5188,0.3558,0.1324,0.5315,0.3751,0.5219
SE0017615644,1,1,0.6712,0.0438,0.6712,0.1403,0.25,0.8401,1.0,0.0,0.0175,0.0017,0.0526,0.0,0.0066,0.6712,,0.1403,0.0,0.0,0.25,0.2426,0.8007,0.2344,,0.8923,0.7878
SE0017769847,1,0,0.4522,0.0028,0.8794,0.2644,0.0874,0.4522,0.2597,0.0,,0.0028,0.0,0.0,0.1122,0.8794,,0.2644,0.0,0.0,0.0,0.0874,0.624,0.0,,0.1672,0.7373
SE0017769995,1,0,0.3205,0.0209,0.3205,0.0409,0.4823,0.3017,0.7336,0.0,0.023,0.0082,0.0147,0.0,0.0,0.3205,,0.0409,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5024,0.3017,
SE0017780133,1,0,0.3229,0.0405,0.3229,0.0478,0.4856,0.2982,0.5374,0.0,0.0201,0.0154,0.0473,0.0,0.0,0.3229,,0.0478,0.0,0.0,0.25,0.4856,0.6359,0.0136,,0.1923,0.404
SE0017831795,1,0,0.3278,0.0405,0.3278,0.0441,0.4856,0.302,0.6508,0.0,0.0201,0.0154,0.0473,0.0,0.0,0.3278,,0.0441,0.0,0.0,0.25,0.4856,0.6359,0.0136,,0.2,0.404
SE0017832488,16,0,0.4253,0.0382,0.44,0.0849,0.4585,0.4189,0.7286,0.0422,0.0192,0.0042,0.0228,0.0,0.0026,0.4342,0.7065,0.0849,0.0,0.0156,0.3438,0.4399,0.5355,0.0588,0.4607,0.1655,0.6723
SE0017885767,1,0,0.4513,0.0209,0.3245,0.0432,0.4752,0.4513,0.6344,0.0,0.023,0.0063,0.0147,0.0,0.0,0.3245,,0.0432,0.0,0.0,0.25,0.4223,0.6127,0.0,0.4928,0.3571,0.5454
SE0018012494,1,0,0.4516,0.0209,0.328,0.0501,0.5004,0.4516,0.6915,0.0,0.023,0.0083,0.0147,0.0,0.0,0.328,,0.0501,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5264,0.287,0.6161
SE0018012635,1,0,0.3838,0.2542,0.3308,0.0946,0.501,0.3838,0.3069,0.6644,0.0202,0.0008,0.0958,0.0,0.0,0.3308,,0.0946,0.0,0.0,0.75,0.5432,0.2638,0.2264,0.3743,0.0,0.7676
SE0018014151,1,0,0.4699,0.0125,0.552,0.0177,0.4699,0.4322,0.7781,0.0,0.0157,0.003,0.0,0.0,0.0004,0.552,,0.0177,0.0,0.25,0.25,0.4699,0.5604,0.0,,0.1018,0.7625
SE0018040677,1,0,0.4115,0.0405,0.3259,0.0507,0.4856,0.4115,0.4865,0.0,0.0201,0.0154,0.0473,0.0,0.0,0.3259,,0.0507,0.0,0.0,0.25,0.4856,0.6359,0.0136,,0.222,0.601
SE0020050417,32,4,0.5101,0.0914,0.6185,0.2437,0.4296,0.4754,0.6559,0.105,0.0159,0.0031,0.0126,0.0,0.0628,0.6185,0.7065,0.2437,0.0,0.075,0.4125,0.355,0.502,0.1345,0.4605,0.3349,0.6379
SE0020848356,2,0,0.3885,0.0196,0.3885,0.0557,0.4223,0.3601,0.5919,0.0,0.0212,0.0012,0.0147,0.0,0.0,0.3885,,0.0557,0.0,0.0,0.25,0.4223,0.6127,0.0,,0.1143,0.606
SE0021628898,31,5,0.4561,0.129,0.3723,0.1627,0.6087,0.3859,0.4297,0.0697,0.1938,0.083,0.0335,0.0,0.0,0.3592,0.7,0.1627,0.0,0.4113,0.7258,0.516,0.294,0.096,0.3952,0.3313,0.528
SE0021921269,1,0,0.396,0.0128,0.396,0.0761,0.4699,0.3579,0.5583,0.0,0.0164,0.0019,0.0,0.0,0.0011,0.396,,0.0761,0.0,0.25,0.25,0.4699,0.5604,0.0,,0.0896,0.6262
SE0022060521,2,0,0.4005,0.0116,0.3149,0.4005,0.75,0.2443,0.418,0.0,0.0154,0.0001,0.0002,0.0,0.0,0.3149,,0.4005,0.0,0.75,1.0,0.6624,0.207,0.0,,0.0239,0.4646
SE0022419784,1,0,0.3999,0.0126,0.3999,0.054,0.4699,0.3179,0.5881,0.0,0.0165,0.0009,0.0,0.0,0.0007,0.3999,,0.054,0.0,0.25,0.25,0.4699,0.5604,0.0,,0.0196,0.6161
SE0022726485,1,0,0.4762,0.0209,0.3261,0.0473,0.5004,0.4762,0.6967,0.0,0.023,0.0083,0.0147,0.0,0.0,0.3261,,0.0473,0.0,0.0,0.25,0.4223,0.6127,0.0,0.5264,0.3362,0.6161
SG0531000230,12,3,0.578,0.3341,0.3624,0.205,0.6,0.6405,0.2344,0.2707,0.7528,0.1832,0.0795,0.0,0.0,0.3624,,0.2034,0.0625,0.2292,0.9167,0.5457,0.3301,0.2926,0.4517,0.6725,0.6161
SG1AA5000001,2,0,0.5529,0.0336,0.5529,0.4665,0.496,0.9494,0.8111,0.0,,0.0336,0.0,0.0,0.0,0.307,0.5529,0.4665,0.0,0.0,1.0,0.5695,0.225,0.2753,0.1752,1.0,0.8989
SG1AB9000005,1,0,0.5215,0.1763,0.3118,0.4495,0.5215,1.0,0.1763,0.4835,,0.0336,0.0,0.0,0.0,0.3118,,0.4495,0.25,0.0,1.0,0.5695,0.225,0.2753,0.3775,1.0,
SG1AE9000009,1,0,0.5248,0.1916,0.3124,0.4516,0.5248,1.0,0.1916,0.5064,,0.0336,0.0,0.0,0.0,0.3124,,0.4516,0.25,0.0,1.0,0.5695,0.225,0.2753,0.3907,1.0,
SG1AF5000000,2,0,0.5018,0.0252,0.3128,0.4944,0.5018,0.9494,0.0,0.0,1.0,0.0336,0.0,0.0,0.0,0.3128,,0.4944,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2986,1.0,0.8989
SG1AF6000009,2,0,0.5529,0.5281,0.5529,0.4576,0.496,0.9494,0.6929,0.0,1.0,0.0336,0.0,0.0,0.0,0.3098,0.5529,0.4576,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2433,1.0,0.8989
SG1B51001017,2,0,0.496,0.1642,0.3077,0.4457,0.496,0.9494,0.4359,0.1642,,0.0336,0.0,0.0,0.0,0.3077,,0.4457,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2474,1.0,0.8989
SG1BA1000003,1,0,0.5695,0.01,0.3166,0.25,0.5695,0.8131,0.0,0.4073,,0.01,0.0,0.0,0.0,0.3166,,0.2248,0.25,0.0,1.0,0.5695,0.225,0.2753,,1.0,0.6262
SG1CH4000003,1,0,0.5058,0.015,0.307,0.4586,0.5058,0.9494,0.0,0.2157,,0.015,0.0,0.0,0.0,0.307,,0.4586,0.25,0.0,1.0,0.5695,0.225,0.2753,0.3147,1.0,0.8989
SG1CI1000004,1,0,0.5028,0.0252,0.3154,0.4871,0.5028,0.9494,0.0,0.0,1.0,0.0336,0.0,0.0,0.0,0.3154,,0.4871,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3027,1.0,0.8989
SG1CI9000006,2,0,0.5529,0.0336,0.5529,0.4665,0.496,0.9494,0.8111,0.0,,0.0336,0.0,0.0,0.0,0.307,0.5529,0.4665,0.0,0.0,1.0,0.5695,0.225,0.2753,0.1752,1.0,0.8989
SG1DG3000004,2,0,0.5529,0.0336,0.5529,0.4547,0.496,0.9494,0.848,0.0,,0.0336,0.0,0.0,0.0,0.3071,0.5529,0.4547,0.0,0.0,1.0,0.5695,0.225,0.2753,0.1658,1.0,0.8989
SG1DH9000006,1,0,0.5529,0.0319,0.5529,0.1905,0.5422,1.0,0.0,0.0,1.0,0.0425,0.0,0.0,0.0,0.3219,0.5529,0.1905,0.0,0.0,1.0,0.5695,0.225,0.2753,0.4601,1.0,
SG1EA1000007,2,0,0.5529,0.5281,0.5529,0.4576,0.496,0.9494,0.6929,0.0,1.0,0.0336,0.0,0.0,0.0,0.3098,0.5529,0.4576,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2433,1.0,0.8989
SG1ED2000000,1,0,0.5021,0.015,0.3082,0.4478,0.5021,0.9494,0.0,0.1006,,0.015,0.0,0.0,0.0,0.3082,,0.4478,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2998,1.0,0.8989
SG1F60858221,31,5,0.5107,0.1712,0.3802,0.2021,0.6116,0.5292,0.2065,0.197,0.5479,0.1118,0.0588,0.0,0.0,0.3458,0.5735,0.2389,0.0192,0.3269,0.8462,0.5711,0.3005,0.2644,0.3813,0.5103,0.5563
SG1H97877952,1,0,0.5529,0.0,0.5529,0.2687,0.496,0.9747,0.0,0.0,,0.0447,0.0,0.0,0.0,0.2412,0.5529,0.2687,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2342,1.0,0.9494
SG1I52882764,1,0,0.5529,0.0617,0.5529,0.0279,0.5695,0.465,0.0,0.8627,,0.0617,0.0,0.0,0.0,0.3933,0.5529,0.0279,0.0,0.0,1.0,0.5695,0.225,0.2753,,0.5462,0.3838
SG1I53882771,1,0,0.5529,0.0617,0.5529,0.0263,0.5695,0.4952,0.0,0.8677,,0.0617,0.0,0.0,0.0,0.3819,0.5529,0.0263,0.0,0.0,1.0,0.5695,0.225,0.2753,,0.6067,0.3838
SG1J14885763,1,0,0.5041,0.015,0.3061,0.4364,0.5041,0.9494,0.0,0.1359,,0.015,0.0,0.0,0.0,0.3061,,0.4364,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3078,1.0,0.8989
SG1J26887955,13,2,0.4793,0.1545,0.3239,0.3642,0.5866,0.517,0.2566,0.1144,0.4977,0.126,0.0,0.0,0.0,0.3239,,0.4097,0.0,0.4722,0.8056,0.5964,0.3538,0.2823,0.2711,0.4841,0.5499
SG1J27887962,9,0,0.4265,0.242,0.3346,0.225,0.5499,0.4191,0.287,0.0009,0.6605,0.152,0.0,0.0,0.0,0.3346,,0.225,0.0,0.3056,0.5556,0.5639,0.4525,0.4178,0.3103,0.3069,0.5921
SG1J49001550,2,0,0.5042,0.0389,0.3169,0.4964,0.5042,0.9494,0.0407,0.0,1.0,0.0336,0.0,0.0,0.0,0.3169,,0.4964,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3082,1.0,0.8989
SG1J94892465,1,0,0.5536,0.3763,0.5529,0.0608,0.5536,0.6419,0.0,0.4876,1.0,0.0425,0.0,0.0,0.0,0.3212,0.5529,0.0608,0.0,0.0,1.0,0.5695,0.225,0.2753,0.5058,0.9,0.3838
SG1L01001701,144,32,0.5017,0.0704,0.3819,0.1587,0.809,0.3822,0.0324,0.0772,0.3145,0.074,0.0,0.0,0.0001,0.3807,0.5743,0.1637,0.0,0.8939,0.6439,0.7685,0.5654,0.1451,0.618,0.3816,0.3728
SG1M31001969,40,14,0.5233,0.2393,0.375,0.2124,0.5982,0.5717,0.2548,0.2028,0.5048,0.1955,0.0457,0.0,0.0,0.3442,0.6645,0.2381,0.0068,0.473,0.6081,0.5197,0.4365,0.3716,0.3578,0.5418,0.5714
SG1M51904654,3,0,0.5044,0.0218,0.3152,0.4718,0.5044,0.9494,0.0,0.0473,1.0,0.0274,0.0,0.0,0.0,0.3152,,0.4718,0.0,0.0,1.0,0.5695,0.225,0.2753,0.309,1.0,0.8989
SG1M77906915,4,0,0.5043,0.0252,0.3172,0.4859,0.5043,0.9494,0.0,0.0,1.0,0.0336,0.0,0.0,0.0,0.3172,,0.4859,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3087,1.0,0.8989
SG1N31909426,1,0,0.5695,0.5323,0.3267,0.3524,0.5695,0.8131,0.5017,0.5424,1.0,0.0119,0.0,0.0,0.0,0.3267,,0.3524,0.25,0.0,1.0,0.5695,0.225,0.2753,,1.0,0.6262
SG1N89910219,1,0,0.5212,0.0,0.3164,0.2919,0.5212,1.0,0.0,0.0,,0.0119,0.0,0.0,0.0,0.3164,,0.2919,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3761,1.0,
SG1O33912138,1,0,0.5021,0.015,0.3082,0.4446,0.5021,0.9494,0.0,0.0932,,0.015,0.0,0.0,0.0,0.3082,,0.4446,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2998,1.0,0.8989
SG1Q52922370,1,0,0.5021,0.015,0.3082,0.4446,0.5021,0.9494,0.0,0.0932,,0.015,0.0,0.0,0.0,0.3082,,0.4446,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2998,1.0,0.8989
SG1R43925234,2,0,0.5022,0.0252,0.313,0.5021,0.5022,0.9494,0.0,0.0,1.0,0.0336,0.0,0.0,0.0,0.313,,0.5021,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3004,1.0,0.8989
SG1R50925390,10,5,0.6156,0.3487,0.5627,0.2158,0.6382,0.5772,0.4448,0.5882,0.2597,0.0878,0.0188,0.0,0.0068,0.4823,0.612,0.2697,0.0,0.275,0.75,0.6117,0.4751,0.4598,0.3311,0.4983,0.656
SG1R89002252,3,0,0.5064,0.0308,0.3116,0.4775,0.5064,0.9494,0.0,0.2072,1.0,0.0336,0.0,0.0,0.0,0.3116,,0.4775,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3172,1.0,0.8989
SG1S03926213,2,0,0.5529,0.0336,0.5529,0.4603,0.496,0.9494,0.8738,0.0,,0.0336,0.0,0.0,0.0,0.3091,0.5529,0.4603,0.0,0.0,1.0,0.5695,0.225,0.2753,0.1723,1.0,0.8989
SG1S04926220,32,8,0.5139,0.209,0.4002,0.2011,0.5773,0.524,0.2657,0.1152,0.6082,0.1246,0.0434,0.0,0.0,0.3615,0.6407,0.208,0.0,0.3417,0.5333,0.515,0.4836,0.3262,0.4255,0.4746,0.6113
SG1S18926810,1,0,0.5215,0.1763,0.3118,0.4495,0.5215,1.0,0.1763,0.4835,,0.0336,0.0,0.0,0.0,0.3118,,0.4495,0.25,0.0,1.0,0.5695,0.225,0.2753,0.3775,1.0,
SG1S83002349,3,1,0.6072,0.6072,0.3187,0.4913,0.5247,1.0,0.3679,0.6869,1.0,0.0386,0.0,0.0,0.0,0.3187,,0.4913,0.25,0.0,1.0,0.5695,0.225,0.2753,0.3904,1.0,
SG1T22929874,2,0,0.5529,0.5281,0.5529,0.4576,0.496,0.9494,0.6929,0.0,1.0,0.0336,0.0,0.0,0.0,0.3098,0.5529,0.4576,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2433,1.0,0.8989
SG1T56930848,17,5,0.5685,0.2176,0.5052,0.2828,0.4581,0.6612,0.2846,0.1117,0.4304,0.2665,0.0031,0.0,0.0441,0.5052,,0.2828,0.0,0.3929,0.4643,0.3248,0.5245,0.31,0.4379,0.7585,0.4912
SG1T57930854,1,0,0.5021,0.015,0.3082,0.4478,0.5021,0.9494,0.0,0.1017,,0.015,0.0,0.0,0.0,0.3082,,0.4478,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2998,1.0,0.8989
SG1T60930966,2,0,0.5529,0.0336,0.5529,0.4665,0.496,0.9494,0.8111,0.0,,0.0336,0.0,0.0,0.0,0.307,0.5529,0.4665,0.0,0.0,1.0,0.5695,0.225,0.2753,0.1752,1.0,0.8989
SG1T66931158,1,0,0.5045,0.115,0.3146,0.4448,0.5045,0.9494,0.115,0.1865,,0.0336,0.0,0.0,0.0,0.3146,,0.4448,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3096,1.0,0.8989
SG1T70931228,1,0,0.5026,0.015,0.3082,0.4498,0.5026,0.9494,0.0,0.0952,,0.015,0.0,0.0,0.0,0.3082,,0.4498,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3021,1.0,0.8989
SG1T75931496,119,43,0.545,0.3119,0.4337,0.1324,0.5581,0.5803,0.3467,0.133,0.4863,0.3052,0.0012,0.0,0.0008,0.4187,0.7503,0.1347,0.0021,0.7179,0.4466,0.3761,0.397,0.101,0.4969,0.6022,0.5318
SG1U22933048,11,2,0.5637,0.2568,0.618,0.3573,0.4925,0.5028,0.7204,0.1207,0.2311,0.0646,0.1048,0.0,0.0781,0.618,,0.3573,0.0227,0.4318,0.7727,0.3568,0.2212,0.1,0.4861,0.2926,0.713
SG1U25933169,2,0,0.5046,0.0252,0.3175,0.4827,0.5046,0.9494,0.0,0.0,1.0,0.0336,0.0,0.0,0.0,0.3175,,0.4827,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3097,1.0,0.8989
SG1U48933923,2,0,0.5529,0.5281,0.5529,0.4576,0.496,0.9494,0.6929,0.0,1.0,0.0336,0.0,0.0,0.0,0.3098,0.5529,0.4576,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2433,1.0,0.8989
SG1U68934629,9,2,0.5742,0.2782,0.5686,0.3652,0.5301,0.7417,0.2713,0.0419,0.7052,0.1848,0.0902,0.0,0.0312,0.4231,0.568,0.4708,0.1111,0.4062,0.7188,0.5013,0.3209,0.1886,0.3134,0.747,0.7364
SG1U76934819,3,0,0.5106,0.3748,0.5048,0.4471,0.5769,0.736,0.462,0.0,0.6969,0.1156,0.0,0.0,0.0,0.3427,0.5529,0.4471,0.0,0.1667,0.9167,0.6259,0.3313,0.3239,0.2433,0.7268,0.7453
SG1V12936232,1,0,0.5228,0.0,0.3143,0.2798,0.5228,1.0,0.0,0.0,,0.0119,0.0,0.0,0.0,0.3143,,0.2798,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3828,1.0,
SG1V35936920,2,0,0.5046,0.0252,0.3175,0.4827,0.5046,0.9494,0.0,0.0,1.0,0.0336,0.0,0.0,0.0,0.3175,,0.4827,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3097,1.0,0.8989
SG1V52937132,2,0,0.5022,0.0252,0.313,0.5021,0.5022,0.9494,0.0,0.0,1.0,0.0336,0.0,0.0,0.0,0.313,,0.5021,0.0,0.0,1.0,0.5695,0.225,0.2753,0.3004,1.0,0.8989
SG1V61937297,3,0,0.5544,0.1495,0.5529,0.0433,0.5655,0.5251,0.0,0.7222,1.0,0.0553,0.0,0.0,0.0,0.3686,0.5529,0.0433,0.0,0.0,1.0,0.5695,0.225,0.2753,0.5211,0.6665,0.3838
SG1W35938974,2,0,0.5021,0.015,0.3082,0.4478,0.5021,0.9494,0.0,0.1039,,0.015,0.0,0.0,0.0,0.3082,,0.4478,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2998,1.0,0.8989
SG2C32962814,2,0,0.5529,0.0336,0.5529,0.4603,0.496,0.9494,0.8738,0.0,,0.0336,0.0,0.0,0.0,0.3091,0.5529,0.4603,0.0,0.0,1.0,0.5695,0.225,0.2753,0.1723,1.0,0.8989
SG2D00968206,2,0,0.5529,0.5281,0.5529,0.4576,0.496,0.9494,0.6929,0.0,1.0,0.0336,0.0,0.0,0.0,0.3098,0.5529,0.4576,0.0,0.0,1.0,0.5695,0.225,0.2753,0.2433,1.0,0.8989
