entity_isin,assets_count,priority_assets_count,sensitive_locations,biodiversity_importance,high_ecosystem_integrity,decline_in_ecosystem_integrity,physical_water_risk,ecosystem_services_provision_importance,proximity_to_protected_areas,proximity_to_kbas,species_rarity_weighted_richness,species_threat_abatement,species_threat_abatement_marine,proximity_to_mangroves,ecosystem_integrity_index,biodiversity_intactness_index,ocean_health_index,trend_in_ecosystem_integrity_index,deforestation_hotspots,water_availability,water_pollution,drought,riverine_flood,coastal_flood,cumulative_impact_on_oceans,critical_areas_for_biodiversity_and_ncp,areas_of_importance_for_biodiversity_and_climate
AEA000201011,9,2,0.5458,0.0332,0.304,0.3163,0.7688,0.574,0.0243,0.0383,0.0266,0.0044,0.3569,0.0,0.0,0.304,,0.3163,0.0,0.875,0.5625,0.5695,0.7278,0.4069,0.6022,0.7303,0.3111
AEA000701010,1,0,0.5343,0.0001,0.3609,0.0547,0.7996,0.5343,0.0,0.0,,0.0001,0.9688,0.0,0.0,0.3609,,0.0547,0.0,1.0,0.5,,0.7996,0.4257,0.541,0.7857,0.2828
AEA000801018,2,1,0.606,0.0155,0.2843,0.0738,0.7996,0.606,0.0,0.0,0.0206,0.0001,0.9688,0.0,0.0,0.2843,,0.0738,0.0,1.0,0.5,,0.7996,0.4257,0.4562,1.0,0.2121
AEA001001014,1,1,0.8497,0.0178,0.4562,0.1835,0.8497,1.0,0.0,0.0,0.0237,0.0,0.2673,0.0,0.0,0.4562,,0.1835,0.0,1.0,0.5,,0.7996,0.4257,,1.0,
AEA001901015,1,1,0.7983,0.2056,0.7983,0.0962,0.7996,0.3596,0.3869,0.0,0.0206,0.0001,0.2673,0.0,0.0,0.3646,0.7983,0.0962,0.0,1.0,0.5,,0.7996,0.4257,0.5766,0.5071,0.2121
AEA002001013,4,1,0.6706,0.0101,0.1525,0.3928,0.7996,0.6706,0.0,0.0,0.0265,0.0004,0.1505,0.0,0.0,0.3051,,0.3928,0.0,1.0,0.5,,0.7996,0.4257,0.659,0.8929,0.1111
AEA002301017,2,0,0.5404,0.0184,0.3198,0.3308,0.7996,0.5404,0.0,0.0,0.0244,0.0006,0.0337,0.0,0.0,0.3198,,0.3308,0.0,1.0,0.5,,0.7996,0.4257,0.7721,1.0,0.0808
AEA003001012,1,1,0.8497,0.0004,0.4363,0.1753,0.8497,1.0,0.0,0.0,,0.0004,0.5493,0.0,0.0,0.4363,,0.1753,0.0,1.0,0.5,,0.7996,0.4257,,1.0,
AEA003201018,1,1,0.7983,0.2722,0.7983,0.0,0.7996,0.5606,0.3524,0.0,0.0318,0.0001,0.5493,0.0,0.0,0.3348,0.7983,,0.0,1.0,0.5,,0.7996,0.4257,0.7626,1.0,0.1212
AEA005901011,1,0,0.3204,0.1159,0.3022,0.3204,0.7996,0.1538,0.1434,0.3464,0.0301,0.0013,0.0337,0.0,0.0,0.3022,,0.3204,0.0,1.0,0.5,,0.7996,0.4257,0.785,0.1538,
AEA006101017,12,8,0.6897,0.0194,0.5414,0.1547,0.7802,0.5718,0.0147,0.0,0.0218,0.0007,0.5494,0.0,0.0014,0.4242,0.7983,0.1547,0.0,1.0,0.5,,0.7652,0.3808,0.4868,0.766,0.2262
AEA006501018,1,0,0.5454,0.0142,0.4853,0.0761,0.8497,0.5454,0.0,0.0,0.0224,0.0009,0.0187,0.0,0.0,0.4853,,0.0761,0.0,1.0,0.5,,0.7996,0.4257,,1.0,0.0909
AEA007501017,1,1,0.7333,0.0017,0.6553,0.2126,0.8497,0.7333,0.0,0.0,,0.0017,0.2673,0.0,0.0006,0.6553,,0.2126,0.0,1.0,0.5,,0.7996,0.4257,,0.7333,
AED000201015,2,0,0.5372,0.0287,0.2886,0.4419,0.7996,0.5372,0.0,0.0222,0.0317,0.001,0.0337,0.0,0.0,0.2886,,0.4419,0.0,1.0,0.5,,0.7996,0.4257,0.7099,0.9583,0.1162
AED000601016,1,0,0.5404,0.0206,0.422,0.2164,0.8497,0.5404,0.0,0.0,0.0272,0.0009,0.0337,0.0,0.0,0.422,,0.2164,0.0,1.0,0.5,,0.7996,0.4257,,1.0,0.0808
AED000701014,1,0,0.5758,0.0003,0.2971,0.3871,0.7996,0.5758,0.0,0.0,,0.0003,0.5493,0.0,0.0,0.2971,,0.3871,0.0,1.0,0.5,,0.7996,0.4257,0.6585,1.0,0.1515
AED000901010,2,0,0.3137,0.1044,0.2998,0.3137,0.7996,0.2143,0.128,0.3111,0.0301,0.0013,0.0337,0.0,0.0,0.2998,,0.3137,0.0,1.0,0.5,,0.7996,0.4257,0.7803,0.2143,
AED001001018,1,1,0.7996,0.0184,0.3206,0.4505,0.7996,1.0,0.0,0.0,0.0244,0.0004,0.0337,0.0,0.0,0.3206,,0.4505,0.0,1.0,0.5,,0.7996,0.4257,0.7614,1.0,
AEE000301011,16,5,0.5688,0.1316,0.4608,0.2727,0.8424,0.4469,0.1615,0.1188,0.0881,0.0581,0.2075,0.0,0.0052,0.4317,0.6048,0.2727,0.0,1.0,0.7115,0.7295,0.6215,0.2517,0.6417,0.5448,0.3491
AEE000401019,11,4,0.5737,0.0637,0.5373,0.1384,0.7628,0.3104,0.0704,0.1188,0.0322,0.0012,0.2632,0.0,0.0,0.3749,0.7983,0.1384,0.0,0.9167,0.4167,0.6648,0.7758,0.2365,0.6344,0.4804,0.1602
AEE000801010,3,1,0.6099,0.017,0.3011,0.2916,0.7996,0.6767,0.0196,0.0,0.0206,0.0006,0.5173,0.0,0.0,0.3011,,0.2916,0.0,1.0,0.5,,0.7996,0.4257,0.6133,0.9056,0.1717
AEE01134E227,1,0,0.3036,0.0006,0.3036,0.3005,0.7996,0.0656,0.0,0.0,,0.0006,0.0337,0.0,0.0,0.3036,,0.3005,0.0,1.0,0.5,,0.7996,0.4257,0.7184,0.0,0.1313
AEE01135A222,1,0,0.5505,0.0238,0.3056,0.5441,0.7996,0.5505,0.0,0.0,0.0317,0.0003,0.5493,0.0,0.0,0.3056,,0.5441,0.0,1.0,0.5,,0.7996,0.4257,0.6727,1.0,0.101
AEE01136T220,1,0,0.3191,0.0227,0.3058,0.3191,0.7996,0.0,0.0,0.0,0.0301,0.0006,0.0337,0.0,0.0,0.3058,,0.3191,0.0,1.0,0.5,,0.7996,0.4257,0.721,0.0,
AEE01354I230,2,2,0.7983,0.0929,0.7983,0.0857,0.7996,0.4907,0.117,0.0,0.0206,0.0001,0.2673,0.0,0.0,0.3398,0.7983,0.0857,0.0,1.0,0.5,,0.7996,0.4257,0.5025,0.7692,0.2121
AEN000101016,1,0,0.6,0.194,0.3484,0.1094,0.7996,0.6,0.2495,0.0,0.0274,0.0006,0.2673,0.0,0.0,0.3484,,0.1094,0.0,1.0,0.5,,0.7996,0.4257,0.4734,0.6,
AEN000501017,1,1,0.9257,0.0068,0.9257,0.5321,0.9527,0.0369,0.1902,0.0,0.0082,0.0025,0.0,0.0,0.1197,0.9257,,0.5321,0.0,1.0,0.5,0.9527,0.0394,0.0,,0.0082,0.0656
AN8068571086,273,68,0.5136,0.21,0.4534,0.1318,0.5745,0.4344,0.2776,0.1709,0.2526,0.1082,0.1464,0.0,0.0038,0.4343,0.6488,0.13,0.0072,0.5117,0.5182,0.4712,0.4042,0.1525,0.5414,0.3533,0.5232
AT000000STR1,4,3,0.7052,0.601,0.7095,0.4801,0.576,0.4232,0.899,0.6613,0.0673,0.3216,0.1464,0.0,0.0494,0.7095,,0.4801,0.0,0.375,0.6875,0.5014,0.4543,0.1064,0.3996,0.2081,0.6382
AT0000606306,30,3,0.4459,0.1123,0.357,0.1913,0.6294,0.3898,0.4803,0.0991,0.1107,0.0117,0.0314,0.0,0.0,0.3425,0.6948,0.199,0.0,0.3654,0.8365,0.593,0.2524,0.0877,0.2917,0.2796,0.5269
AT0000644505,19,8,0.5547,0.2038,0.4239,0.2596,0.6302,0.5537,0.3184,0.2235,0.4018,0.1054,0.0344,0.0,0.0017,0.4098,0.6148,0.2748,0.0,0.4861,0.75,0.5989,0.3596,0.2008,0.3133,0.5051,0.6403
AT0000652011,22,4,0.4932,0.2046,0.5026,0.1187,0.4752,0.4289,0.6455,0.2259,0.0461,0.0088,0.0138,0.0,0.0017,0.5026,,0.1244,0.0,0.0909,0.7841,0.4732,0.2424,0.0039,0.2278,0.2412,0.6696
AT0000741053,44,36,0.7351,0.6374,0.6924,0.4463,0.6739,0.6599,0.5426,0.4432,0.5904,0.6276,0.0,0.0,0.0579,0.6906,0.6154,0.4463,0.0185,0.5893,0.2143,0.48,0.7313,0.3454,0.5485,0.4962,0.8235
AT0000743059,37,6,0.4852,0.2958,0.4266,0.1352,0.5963,0.3677,0.6897,0.3693,0.0873,0.1019,0.032,0.0,0.0011,0.4252,0.7274,0.1352,0.0,0.3125,0.7812,0.5607,0.2408,0.0706,0.4367,0.2549,0.4804
AT0000746409,18,4,0.5167,0.3077,0.4957,0.2517,0.7769,0.2582,0.7083,0.3655,0.0603,0.1174,0.0047,0.0,0.0053,0.4957,,0.2517,0.0,0.625,0.9107,0.5934,0.2059,0.0404,,0.1601,0.3677
AT0000937503,104,18,0.5004,0.1844,0.4618,0.187,0.5922,0.413,0.529,0.2367,0.0942,0.0376,0.0099,0.0,0.0021,0.4538,0.6238,0.194,0.0,0.3916,0.756,0.524,0.2852,0.0757,0.4733,0.2771,0.5688
AU000000ABC7,7,7,0.7102,0.6478,0.682,0.4733,0.8446,0.5514,0.9643,0.6412,0.206,0.4347,0.0,0.0,0.0507,0.682,,0.4733,0.0,0.8571,0.8571,0.361,0.379,0.0002,0.708,0.4359,0.6669
AU000000AGL7,24,15,0.6992,0.4552,0.7069,0.3496,0.5918,0.6407,0.4936,0.2485,0.4,0.4408,0.0,0.0,0.0682,0.6532,0.7503,0.3496,0.0,0.7625,0.4625,0.3694,0.3782,0.0143,0.5258,0.7298,0.5102
AU000000ALL7,13,3,0.5399,0.4083,0.3954,0.0741,0.5635,0.4947,0.5053,0.1761,0.4867,0.232,0.0909,0.0,0.0,0.3954,,0.0741,0.0,0.6364,0.5227,0.3997,0.315,0.0332,0.4415,0.4791,0.4949
AU000000ALQ6,1,1,0.758,0.758,0.8997,0.4364,0.3772,0.6218,0.9845,1.0,0.0785,0.0316,0.0,0.0,0.037,0.8997,,0.4364,0.0,0.0,0.75,0.3772,0.2434,0.0,,0.3983,0.8452
AU000000ANZ3,377,197,0.5902,0.3218,0.5277,0.1277,0.5752,0.5778,0.4203,0.2091,0.4069,0.2652,0.0023,0.0,0.0049,0.5167,0.7384,0.1299,0.0014,0.5997,0.4896,0.3507,0.3845,0.0855,0.5496,0.5895,0.5426
AU000000APA1,24,13,0.6104,0.2018,0.5736,0.2199,0.6357,0.6313,0.3218,0.1088,0.3551,0.122,0.0,0.0,0.0422,0.5549,0.7503,0.2199,0.0,0.9167,0.619,0.2773,0.2354,0.0017,0.5669,0.7613,0.4831
AU000000APT1,3,2,0.672,0.288,0.3025,0.0814,0.7499,0.498,0.3333,0.0,0.4224,0.1138,0.3333,0.0,0.0,0.3025,,0.0814,0.0,0.8333,0.8333,0.3774,0.318,0.1088,0.3783,0.7098,0.2862
AU000000ASB3,1,0,0.5659,0.0766,0.4271,0.0158,0.9362,0.5659,0.7943,0.0,,0.0766,0.0,0.0,0.0,0.4271,,0.0158,0.0,1.0,1.0,0.2286,0.6703,0.2396,0.7449,0.6471,0.4848
AU000000AST5,2,1,0.5817,0.0056,0.2932,0.0967,0.671,0.5817,0.0,0.0,0.4343,0.015,0.0,0.0,0.0,0.2932,,0.0967,0.0,0.75,0.75,0.3846,0.1614,0.0,0.434,0.8805,0.2828
AU000000ASX7,9,6,0.6858,0.6093,0.4216,0.0998,0.5932,0.6884,0.6611,0.5503,0.5414,0.3595,0.0,0.0,0.0,0.3654,0.7503,0.1165,0.0,0.4643,0.4643,0.3845,0.4307,0.121,0.4564,0.8386,0.5382
AU000000AUB9,1,1,0.6428,0.6428,0.3877,0.1542,0.584,0.6432,0.6581,0.0,0.597,0.6874,0.0,0.0,0.0,0.3877,,0.1542,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4806,0.8824,0.404
AU000000AWC3,4,3,0.7573,0.5225,0.7067,0.4393,0.6323,0.7362,0.7148,0.1581,0.3833,0.6296,0.0,0.0,0.1186,0.7067,,0.4393,0.0,0.75,0.75,0.2921,0.4391,0.1062,0.5632,0.7931,0.6792
AU000000AX19,1,0,0.4744,0.0,0.3271,0.1339,0.6655,0.4744,0.0,0.0,,0.0053,0.0,0.0,0.0,0.3271,,0.1339,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4121,0.5447,0.404
AU000000AZJ1,8,5,0.5757,0.1163,0.4834,0.1634,0.5786,0.5581,0.1863,0.0068,0.5004,0.1675,0.0,0.0,0.0157,0.4834,,0.1634,0.0,0.8929,0.5714,0.2662,0.2961,0.0023,,0.6015,0.3939
AU000000BAP9,1,0,0.4618,0.008,0.3248,0.0453,0.75,0.4618,0.0,0.0,0.4303,0.0107,0.0,0.0,0.0,0.3248,,0.0453,0.0,0.75,0.75,0.3846,0.1614,0.0,,0.6105,0.3131
AU000000BEN6,1,0,0.4538,0.3462,0.4538,0.0176,0.75,0.1405,0.881,0.3462,,0.0594,0.0,0.0,0.0005,0.4538,,0.0176,0.0,1.0,0.75,0.4182,0.1823,0.0,,0.1405,
AU000000BGA8,1,1,0.783,0.0859,0.783,0.31,0.6185,0.8281,0.0,0.0071,0.4359,0.1122,0.0,0.0,0.0614,0.783,,0.31,0.0,0.75,0.25,0.3853,0.6185,0.0154,,0.8281,
AU000000BHP4,92,25,0.5622,0.2232,0.6973,0.3739,0.4914,0.4248,0.3007,0.1741,0.2808,0.2149,0.0324,0.0,0.1417,0.6938,0.723,0.379,0.0032,0.7192,0.4897,0.3646,0.2638,0.0379,0.4316,0.4139,0.4448
AU000000BKL7,1,1,0.6525,0.6525,0.564,0.0769,0.5867,0.9898,0.6455,0.0,0.6549,0.9751,0.0,0.0,0.0003,0.564,,0.0769,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4915,1.0,0.9797
AU000000BKW4,1,0,0.5766,0.1879,0.3493,0.079,0.75,0.5766,0.3811,0.0,,0.1879,0.0,0.0,0.0,0.3493,,0.079,0.0,0.75,0.75,0.3853,0.598,0.0,,0.7594,0.3939
AU000000BLD2,10,7,0.6907,0.7095,0.7053,0.4533,0.5946,0.5678,0.9298,0.5948,0.3721,0.653,0.0,0.0,0.0781,0.7053,,0.4533,0.0,0.525,0.475,0.301,0.4799,0.0158,0.5523,0.4973,0.6524
AU000000BOE4,2,1,0.6211,0.3269,0.6567,0.3366,0.625,0.404,0.7566,0.5,0.2845,0.0223,0.0,0.0,0.1162,0.6567,,0.3366,0.0,0.875,0.75,0.2926,0.1172,0.0,,0.5018,0.3062
AU000000BOQ8,1,0,0.3408,0.0661,0.3383,0.0125,0.3408,0.5025,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3383,,0.0125,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.5,0.505
AU000000BPT9,2,1,0.6085,0.4577,0.5308,0.2434,0.9259,0.5008,0.3762,0.4849,0.3747,0.1544,0.5,0.0,0.0,0.3417,0.7173,0.2434,0.0,1.0,1.0,0.3292,0.208,0.0007,0.4073,0.7188,0.2828
AU000000BRG2,2,0,0.5955,0.1187,0.3524,0.5283,0.5955,0.697,0.0843,0.0,0.589,0.1301,0.0,0.0,0.0,0.3524,,0.5283,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.5264,1.0,0.3939
AU000000BRN8,1,1,0.75,0.7227,0.7503,0.0372,0.75,0.697,0.9547,0.7917,0.516,0.0096,0.0,0.0,0.0,0.3488,0.7503,0.0372,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000BSL0,53,22,0.5733,0.2612,0.4528,0.1602,0.5994,0.5814,0.335,0.2065,0.4046,0.2036,0.0213,0.0,0.0101,0.4349,0.668,0.1673,0.0,0.6277,0.5213,0.422,0.4124,0.1385,0.5192,0.6177,0.5362
AU000000BWP3,1,1,0.75,0.8638,0.3414,0.0601,0.75,0.697,0.9798,1.0,0.516,0.0255,0.0,0.0,0.0,0.3414,,0.0601,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000BXB1,67,17,0.4847,0.1906,0.4083,0.2164,0.5774,0.4226,0.518,0.098,0.1936,0.069,0.0649,0.0,0.0037,0.384,0.7364,0.2164,0.0,0.5119,0.6429,0.426,0.2975,0.0997,0.4681,0.3375,0.5622
AU000000CAR3,1,0,0.5974,0.0,0.3216,0.1248,0.6662,0.5974,0.0,0.0,,0.0053,0.0,0.0,0.0,0.3216,,0.1248,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4146,0.5974,
AU000000CBA7,139,61,0.5678,0.2949,0.5213,0.1498,0.5585,0.5531,0.4002,0.2141,0.3936,0.22,0.0078,0.0,0.0065,0.5014,0.7503,0.151,0.0,0.6623,0.5019,0.3511,0.3808,0.0718,0.4939,0.5692,0.5386
AU000000CCP3,1,1,0.702,0.5436,0.7503,0.3304,0.5768,0.702,0.6469,0.0,0.597,0.3832,0.0,0.0,0.0,0.3546,0.7503,0.3304,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4518,1.0,0.404
AU000000CDA3,1,1,0.6032,0.0,0.3676,0.0241,1.0,0.6032,0.0,0.0,,0.2865,0.0,0.0,0.0,0.3676,,0.0241,0.0,1.0,1.0,0.2914,0.2145,0.0004,,0.8125,0.3939
AU000000CGC2,1,1,0.612,0.009,0.2728,0.0801,0.6677,0.612,0.0,0.0,0.4343,0.012,0.0,0.0,0.0,0.2728,,0.0801,0.0,0.75,0.75,0.3846,0.1614,0.0,0.421,0.9412,0.2828
AU000000CGF5,1,1,0.702,0.5436,0.7503,0.3339,0.5778,0.702,0.6111,0.0,0.597,0.3832,0.0,0.0,0.0,0.3529,0.7503,0.3339,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4556,1.0,0.404
AU000000CHC0,1,1,0.702,0.5436,0.7503,0.3339,0.5778,0.702,0.6241,0.0,0.597,0.3832,0.0,0.0,0.0,0.3544,0.7503,0.3339,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4556,1.0,0.404
AU000000CHN7,1,1,0.75,0.8051,0.3435,0.0869,0.75,0.697,0.9015,1.0,0.516,0.0255,0.0,0.0,0.0,0.3435,,0.0869,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000CIA2,2,1,0.5881,0.6025,0.6122,0.2676,0.5057,0.5515,0.8019,0.4567,0.3187,0.1345,0.0,0.0,0.0018,0.434,0.7503,0.2676,0.0,0.375,0.5,0.294,0.5236,0.0077,0.475,0.5474,0.5556
AU000000CIP0,2,2,0.702,0.5436,0.7503,0.3329,0.5772,0.702,0.6561,0.0,0.597,0.3832,0.0,0.0,0.0,0.3582,0.7503,0.3329,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4533,1.0,0.404
AU000000CKF7,1,0,0.3529,0.0301,0.3533,0.0148,0.3408,0.3529,0.0,0.0,0.6617,0.0401,0.0,0.0,0.0,0.3533,,0.0148,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.3529,
AU000000CLW0,1,1,0.702,0.5436,0.7503,0.3339,0.5778,0.702,0.6241,0.0,0.597,0.3832,0.0,0.0,0.0,0.3544,0.7503,0.3339,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4556,1.0,0.404
AU000000CMM9,3,1,0.6165,0.2719,0.769,0.3981,0.5833,0.3301,0.3037,0.3333,0.2081,0.0107,0.0,0.0,0.2663,0.769,,0.3981,0.0,0.9167,0.6667,0.2777,0.0378,0.0,,0.3374,0.3229
AU000000CMW8,1,0,0.3548,0.0661,0.3548,0.0105,0.3408,0.3858,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3548,,0.0105,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.2667,0.505
AU000000CNI5,2,2,0.702,0.5436,0.7503,0.3329,0.5772,0.702,0.6561,0.0,0.597,0.3832,0.0,0.0,0.0,0.3582,0.7503,0.3329,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4533,1.0,0.404
AU000000COH5,33,4,0.4875,0.2194,0.3563,0.1814,0.6508,0.4754,0.5386,0.2112,0.2428,0.0823,0.0181,0.0,0.0,0.3563,,0.1881,0.0089,0.625,0.6518,0.4764,0.3687,0.0828,0.4165,0.4164,0.4901
AU000000CPU5,78,16,0.505,0.212,0.3932,0.178,0.5965,0.4876,0.5181,0.2067,0.1815,0.1073,0.047,0.0,0.0002,0.3773,0.7251,0.1868,0.0,0.4727,0.6992,0.4462,0.2915,0.1316,0.4618,0.4254,0.5684
AU000000CQR9,1,1,0.702,0.5436,0.7503,0.3339,0.5778,0.702,0.6241,0.0,0.597,0.3832,0.0,0.0,0.0,0.3544,0.7503,0.3339,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4556,1.0,0.404
AU000000CSL8,3,0,0.5361,0.0112,0.3121,0.0744,0.75,0.5361,0.0,0.0,0.4388,0.015,0.0,0.0,0.0,0.3121,,0.0744,0.0,0.75,0.75,0.3846,0.1614,0.0,,0.7895,0.2828
AU000000CSR5,1,0,0.4913,0.4913,0.3914,0.2468,0.6185,0.2438,0.9456,0.0,0.597,0.1743,0.0,0.0,0.0,0.3914,,0.2468,0.0,0.75,0.25,0.3853,0.6185,0.0154,,0.2438,
AU000000CTD3,1,0,0.3555,0.0661,0.3555,0.0106,0.3408,0.3858,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3555,,0.0106,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.2667,0.505
AU000000CUV3,1,1,0.6136,0.0112,0.2867,0.0912,0.6727,0.6136,0.0,0.0,0.4343,0.015,0.0,0.0,0.0,0.2867,,0.0912,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4409,0.9444,0.2828
AU000000CWN6,4,2,0.6503,0.3223,0.412,0.1247,0.6659,0.6427,0.4301,0.209,0.4671,0.1042,0.0,0.0,0.0,0.2992,0.7503,0.1247,0.0,0.75,0.6875,0.3468,0.2637,0.0038,0.4329,0.9444,0.3409
AU000000CWY3,1,0,0.3988,0.004,0.3173,0.1,0.3988,0.7059,0.0,0.0,0.4343,0.0053,0.0,0.0,0.0,0.3173,,0.1,0.0,0.75,0.25,0.3787,0.3335,0.0039,0.4055,0.7059,
AU000000CXO2,2,2,0.7887,0.7258,0.6057,0.2839,0.6019,0.7621,0.8206,0.841,0.4436,0.2052,0.0,0.0,0.1905,0.6057,,0.2839,0.0,0.375,0.75,0.1512,0.0829,0.1576,0.637,0.8957,0.6286
AU000000DDR5,1,1,0.7405,0.9875,0.0,0.2282,0.5956,0.7405,0.9875,0.0,,1.0,0.0,0.0,0.0,,,0.2282,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.527,0.875,0.606
AU000000DEG6,1,1,0.75,0.8417,0.3454,0.0783,0.75,0.697,0.9502,1.0,0.516,0.0255,0.0,0.0,0.0,0.3454,,0.0783,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000DHG9,1,1,0.702,0.5436,0.7503,0.281,0.5748,0.702,0.7472,0.0,0.597,0.3832,0.0,0.0,0.0,0.3993,0.7503,0.281,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4438,1.0,0.404
AU000000DMP0,4307,721,0.5077,0.1885,0.4894,0.1192,0.5304,0.4606,0.4032,0.0825,0.2365,0.1114,0.0848,0.0,0.0023,0.4851,0.7291,0.1199,0.0001,0.5685,0.5716,0.3779,0.2518,0.0585,0.4797,0.3699,0.5971
AU000000DOW2,4,2,0.5829,0.2921,0.6897,0.4716,0.4433,0.429,0.6331,0.1777,0.2603,0.1262,0.0,0.0,0.2038,0.6897,,0.4716,0.0,0.9375,0.25,0.3106,0.3504,0.0038,,0.3967,0.5337
AU000000DTL4,14,5,0.5779,0.2869,0.5909,0.3162,0.5857,0.4943,0.2811,0.2739,0.2432,0.2437,0.0204,0.0,0.0303,0.6319,0.6148,0.3162,0.0,0.5,0.5893,0.5107,0.4133,0.218,0.5841,0.3629,0.6258
AU000000DXS1,6,2,0.5436,0.2969,0.4204,0.104,0.5355,0.5513,0.3198,0.2,0.615,0.12,0.0,0.0,0.0,0.3422,0.7503,0.104,0.0,0.85,0.5,0.2969,0.315,0.0031,0.4388,0.6845,0.4181
AU000000DYL4,1,1,0.697,0.575,0.3488,0.1348,0.75,0.697,0.5947,1.0,0.516,0.0255,0.0,0.0,0.0,0.3488,,0.1348,0.0,0.75,1.0,0.2326,0.1134,0.0,,1.0,0.3939
AU000000EMR4,2,2,0.7996,0.8984,0.5968,0.3051,0.6347,0.626,0.9452,1.0,0.3998,0.5128,0.0,0.0,0.1474,0.5968,,0.3051,0.0,0.625,0.625,0.376,0.4627,0.0,,0.645,0.6069
AU000000EVN4,18,9,0.7067,0.2066,0.8286,0.4405,0.6631,0.433,0.5737,0.0906,0.1173,0.1357,0.0,0.0,0.2856,0.8286,,0.4405,0.0,0.7308,0.6538,0.291,0.2273,0.0012,0.533,0.2526,0.6135
AU000000FLT9,1,0,0.3408,0.0661,0.3604,0.0103,0.3408,0.3239,0.0,0.0,0.6736,0.0881,0.0,0.0,0.0,0.3604,,0.0103,0.0,1.0,0.25,0.2409,0.3408,0.0,,0.1429,0.505
AU000000FMG4,19,5,0.6408,0.117,0.9372,0.453,0.5264,0.4309,0.2818,0.1889,0.1074,0.0222,0.0,0.0,0.2914,0.896,0.7503,0.453,0.0,0.975,0.5,0.2794,0.1876,0.0542,,0.4874,0.4109
AU000000GEM7,1,0,0.5892,0.5892,0.4143,0.0153,0.3668,0.6265,0.4609,0.0,0.6859,0.632,0.0,0.0,0.0,0.4143,,0.0153,0.0,0.25,0.25,0.3018,0.3653,0.3673,0.6385,0.2833,0.9696
AU000000GMD9,3,1,0.6083,0.2936,0.761,0.3772,0.5833,0.3533,0.3333,0.3333,0.1998,0.0092,0.0,0.0,0.205,0.761,,0.3772,0.0,0.9167,0.6667,0.2749,0.0582,0.0,,0.387,0.3196
AU000000GMG2,40,8,0.4665,0.2332,0.3483,0.1967,0.6084,0.4302,0.4715,0.1738,0.2589,0.1599,0.0114,0.0,0.0,0.3343,0.7503,0.2094,0.0,0.4318,0.7955,0.5302,0.253,0.1535,0.3742,0.3829,0.4775
AU000000GNC9,2,2,0.702,0.5436,0.7503,0.298,0.5768,0.702,0.7263,0.0,0.597,0.3832,0.0,0.0,0.0,,0.7503,0.298,0.0,0.75,0.25,0.3853,0.6185,0.0154,0.4518,1.0,0.404
AU000000GOR5,3,3,0.7462,0.6821,0.722,0.532,0.5796,0.6995,0.6601,0.6667,0.3329,0.6894,0.0,0.0,0.0746,0.722,,0.4596,0.25,0.5833,0.75,0.2012,0.3132,0.0,0.7273,0.5584,0.8405
AU000000GOZ8,1,0,0.5586,0.0,0.3013,0.1034,0.6686,0.5586,0.0,0.0,,0.015,0.0,0.0,0.0,0.3013,,0.1034,0.0,0.75,0.75,0.3846,0.1614,0.0,0.4244,0.8344,0.2828
AU000000GPT8,3,2,0.6506,0.3654,0.5949,0.2426,0.6075,0.6506,0.402,0.0,0.5428,0.2595,0.0,0.0,0.0,0.3303,0.7503,0.2426,0.0,0.75,0.4167,0.3851,0.4661,0.0103,0.4429,0.9375,0.3636
AU000000GRR8,1,0,0.4293,0.3023,0.7503,0.0511,0.4293,0.3566,0.3449,0.0,0.4784,0.1744,0.0,0.0,0.0015,0.6136,0.7503,0.0511,0.0,0.0,0.25,0.2426,0.5935,0.0345,0.489,0.2789,0.4343
